,user,date,text,favorite_count,polarity,subjectivity
91,_wangwe,Wed Sep 19 11:15:00 +0000 2018,"RT @SafaricomPLC: Twende LaLiga! This year #ChapaDimbaNaSafaricom is back, bigger and better! To register your team and learn more about th…",0,0.28125,0.375
90,IanOkatch,Wed Sep 19 11:16:02 +0000 2018,@Safaricom_Care you dont get it do you?? I uavr done the said process countless times but the messages still come...,0,0.0,0.5
89,Safaricom_Care,Wed Sep 19 11:16:40 +0000 2018,"@NyambokG Hi Nyambok, data billing is volume based and not time based. Download the Safaricom app and use the data… https://t.co/BbGigcUdsy",0,0.0,0.0
87,japheth_situma,Wed Sep 19 11:17:56 +0000 2018,"RT @SafaricomPLC: Twende LaLiga! This year #ChapaDimbaNaSafaricom is back, bigger and better! To register your team and learn more about th…",0,0.28125,0.375
76,DavisKinanga,Wed Sep 19 11:31:34 +0000 2018,"RT @SafaricomPLC: Twende LaLiga! This year #ChapaDimbaNaSafaricom is back, bigger and better! To register your team and learn more about th…",0,0.28125,0.375
86,Safaricom_Care,Wed Sep 19 11:19:17 +0000 2018,"@IanOkatch Hi Ian, if you have used that procedure before. Get in touch with SportPesa via 254755079079 or 25470907… https://t.co/h9AbvGsyFr",0,0.0,0.0
85,SamBilboard,Wed Sep 19 11:20:51 +0000 2018,RT @MuthuiMkenya: Ex-employee who invented Safaricom's 'Please Call Me' demands KSh 45 billion in compensation. Safaricom is in the habit o…,0,0.0,0.0
84,NyambokG,Wed Sep 19 11:21:20 +0000 2018,@Safaricom_Care Does the app give the usage between specific times of the day ?,0,0.0,0.125
83,Safaricom_Care,Wed Sep 19 11:24:03 +0000 2018,"@Kiarago_Migwi Hi, please do a speed test and share a screen shot of the same.^JU",0,0.0,0.0
82,wkabe,Wed Sep 19 11:24:22 +0000 2018,"Hello @Safaricom_Care 
@SafaricomPLC 
Why do you offer free WhatsApp with your packages when all u hav done is redu… https://t.co/vMEXmihPOQ",0,0.4,0.8
81,DjTreHustle,Wed Sep 19 11:24:36 +0000 2018,"RT @SafaricomPLC: Twende LaLiga! This year #ChapaDimbaNaSafaricom is back, bigger and better! To register your team and learn more about th…",0,0.28125,0.375
80,DjTreHustle,Wed Sep 19 11:25:15 +0000 2018,"RT @SafaricomPLC: It’s all about mega fun with the GigaBox. Enjoy streaming, 4G Wi-Fi hotspot, and access to your local favourite channels.…",0,0.2333333333333333,0.2333333333333333
79,Safaricom_Care,Wed Sep 19 11:27:23 +0000 2018,@NyambokG The data usage icon has a data meter which allows one to select specific dates and months. ^AA,0,0.0,0.125
78,BiznaKenya,Wed Sep 19 11:27:49 +0000 2018,"@SafaricomPLC Data Center attains Tier 3 Design Certification for best-in-class standards

https://t.co/fSpn642RLR #BiznaKenya",0,-0.1,0.1
77,Safaricom_Care,Wed Sep 19 11:29:09 +0000 2018,"@wkabe Hi, kindly DM https://t.co/jF6LqBUAqM your number, we'd like to check on this.^LW @bobcollymore",0,0.6,0.9
52,Safaricom_Care,Wed Sep 19 11:49:09 +0000 2018,@TSvelte Glad you've been assisted TMor.^NR,0,0.5,1.0
50,sadiamarvin,Wed Sep 19 11:51:35 +0000 2018,"@Safaricom_Care  yoh , we keep loosing network around riruta satellite area",0,0.0,0.0
1,Safaricom_Care,Wed Sep 19 12:23:21 +0000 2018,"@Calyedun2 ...service, log onto https://t.co/C7EE338ob3 ^PI",0,0.0,0.0
48,phatg_erick,Wed Sep 19 11:52:56 +0000 2018,"RT @phatg_erick: #KCACulturalweek 
@kcauniversity 
Thank you the sponsors,making it happen
@Safaricom_Care @McaTricky https://t.co/acPq1zr5…",0,0.0,0.0
22,Safaricom_Care,Wed Sep 19 12:07:40 +0000 2018,@Nucho_ -(contd)https://t.co/D5RdTyShAt the meantime dial *456# -&gt;Stop-&gt;promotional messages-&gt;Stop promotional Mess… https://t.co/FqSdFdGerF,0,0.0,0.0
21,athumani911,Wed Sep 19 12:08:16 +0000 2018,"That is the mpesa traction where i bought credit of 1000 instead of 100,my safaricom number is 0704871278 plz help am stranded",0,0.0,0.0
20,bnsearcher,Wed Sep 19 12:08:51 +0000 2018,@Safaricom_Care I now hear that @ntsa_kenya changed the process but cannot process a refund unless I go to the exch… https://t.co/O4oOSRWxS4,0,0.0,0.0
19,Edjetter,Wed Sep 19 12:09:22 +0000 2018,@eCitizenKenya Could you please confirm receipt of my payment for passport replacement made using mpesa Account no… https://t.co/SQxFARlIbY,0,0.0,0.0
18,Imwawasi,Wed Sep 19 12:09:54 +0000 2018,Kenya : Safaricom listed as an elite data centre by Uptime Institutte - Standard Digital News https://t.co/UVbxIPLMA2,0,0.0,0.0
17,kcauniversity,Wed Sep 19 12:10:03 +0000 2018,"RT @phatg_erick: #KCACulturalweek 
@kcauniversity 
Thank you the sponsors,making it happen
@Safaricom_Care @McaTricky https://t.co/acPq1zr5…",0,0.0,0.0
16,RichFrontiers,Wed Sep 19 12:10:39 +0000 2018,".@SafaricomPLC has 11 key data hubs in Kenya. With over 4,600 network sites across the country, 86% of the Kenyan p… https://t.co/f0RnQnfdqq",0,0.0,1.0
15,Safaricom_Care,Wed Sep 19 12:12:58 +0000 2018,"@Calyedun2 Hello.Yes savings ,voice,data and M-PESA usage determine you loan amount.^GW",0,0.0,0.0
14,bnsearcher,Wed Sep 19 12:13:05 +0000 2018,@Safaricom_Care @eCitizenKenya can you provide an easier solution to my refund request? Also why is the @ntsa_kenya… https://t.co/Tn3OS1gy4j,0,0.0,0.0
13,SportPesa_Care,Wed Sep 19 12:15:30 +0000 2018,"@Nucho_ @Safaricom_Care Hello Ras, to deactivate the promotional services, send 'STOP' to 79079. The service will b… https://t.co/AroilMPhYG",0,0.0,0.0
12,Safaricom_Care,Wed Sep 19 12:15:59 +0000 2018,"@Edjetter Good afternoon Edjetter,indeed the transaction is complete and we request to 
kindly engage eCitizen on 0… https://t.co/zD29E0Ypve",0,0.4666666666666666,0.6333333333333333
11,benjamin_cage,Wed Sep 19 12:16:30 +0000 2018,"RT @phatg_erick: #KCACulturalweek 
@kcauniversity 
Thank you the sponsors,making it happen
@Safaricom_Care @McaTricky https://t.co/acPq1zr5…",0,0.0,0.0
10,Calyedun2,Wed Sep 19 12:17:02 +0000 2018,@Safaricom_Care I  have been a safari come customer yet my limit is zero,0,0.0,0.0
9,SportPesa_Care,Wed Sep 19 12:17:34 +0000 2018,@Nucho_ @Safaricom_Care Ours care email is care@sportpesa.co.ke and customer care lines are; 0709079079 or 0755079079.^AA,0,0.0,0.0
8,Edjetter,Wed Sep 19 12:18:18 +0000 2018,@Safaricom_Care Thanks. Sorted now,0,0.2,0.2
7,Safaricom_Care,Wed Sep 19 12:18:33 +0000 2018,@hassan_doyle Hi Doyle. Go to Settings&gt; Data usage&gt; Select app&gt; Select Restrict background data check box also chec… https://t.co/ov2dlixpBR,0,0.0,0.0
6,_subaru_freak,Wed Sep 19 12:19:55 +0000 2018,@Safaricom actually bills you on call forwarding!!!,0,0.0,0.1
5,njugunaedward84,Wed Sep 19 12:20:11 +0000 2018,"@Safaricom_Care thanks for the reminder but one cannot pay ksh.0 mshwari loan,can he",0,0.2,0.2
4,CraftedPizzaKe,Wed Sep 19 12:22:41 +0000 2018,"@Safaricom_Care Please give me a timeline for resolution. As explained, we have been following up on this for the l… https://t.co/4kaQXwdndA",0,0.0,0.1
3,Safaricom_Care,Wed Sep 19 12:22:42 +0000 2018,"@Calyedun2 Kindly do not give up. Please continue using mshwari, mpesa &amp; other Safaricom services to increase your… https://t.co/3Zqmraeea1",0,-0.2125,0.6375
2,Safaricom_Care,Wed Sep 19 12:23:01 +0000 2018,@Calyedun2 ...monthly. Check next month by dialing *234#ok. Select M-PESA Products&gt;M-Shwari&gt;Loan Limit Request to c… https://t.co/pCFoo0LzC1,0,0.0,0.0
23,Safaricom_Care,Wed Sep 19 12:07:29 +0000 2018,@Nucho_ Kindly note safaricom will always value the privacy of customers and the fact that they should not be subje… https://t.co/0FbOO8K9kO,0,0.6,0.9
24,hassan_doyle,Wed Sep 19 12:07:28 +0000 2018,@Safaricom_Care  what's the procedure of restricting/managing my data?,0,0.0,0.0
25,fmwongella,Wed Sep 19 12:07:02 +0000 2018,"@Safaricom_Care @SafaricomPLC Hello, I have a problem linking my Paypal-MPESA account. Kindly check ^DM for details",0,0.6,0.9
37,sadiamarvin,Wed Sep 19 12:02:17 +0000 2018,@Safaricom_Care It is offline because your network is acting up,0,0.0,0.0
47,iCallMeMusa,Wed Sep 19 11:53:48 +0000 2018,@SafaricomPLC @Safaricom_Care Done.,0,0.0,0.0
46,simerwa,Wed Sep 19 11:55:01 +0000 2018,RT @MuthuiMkenya: Ex-employee who invented Safaricom's 'Please Call Me' demands KSh 45 billion in compensation. Safaricom is in the habit o…,0,0.0,0.0
45,Safaricom_Care,Wed Sep 19 11:56:46 +0000 2018,"@KBusienei Hi Erastus, 1GB at Ksh 99 bundle is still available. Dial *544#OK, select Daily Bundle to get it. Monthl… https://t.co/BIddjpYTYI",0,0.2,0.2
44,jontekayman,Wed Sep 19 11:56:54 +0000 2018,"RT @BD_Africa: Safricom’s  data centre in Thika has received Tier III certification from Uptime Institute, a third-party American firm that…",0,-0.1,0.2
43,Safaricom_Care,Wed Sep 19 11:58:41 +0000 2018,"@EdwinOkwara The issue should be resolved, please test sim card on phone.^LW",0,0.0,0.0
42,Safaricom_Care,Wed Sep 19 11:59:42 +0000 2018,@sadiamarvin The number 0715***907 is offline; did you manage to test it on a different handset? If issue is affect… https://t.co/IMK2mUNYna,0,0.0,0.6
41,Achola_MI,Wed Sep 19 12:00:24 +0000 2018,RT @tyrus_: Safaricom Thika data centre gets design certification from US IT firm - Capital Business https://t.co/ZMAYmzEKE7 via @capitalfm…,0,-0.2,0.4
40,musira_ian,Wed Sep 19 12:01:20 +0000 2018,@Safaricom_Care Thank you,0,0.0,0.0
38,slasher_32,Wed Sep 19 12:02:06 +0000 2018,"@KenyaPower_Care  Hello, there are harzardous lines causing power outage since morning the same place they were men… https://t.co/GEiNiblepg",0,0.0,0.125
36,Nucho_,Wed Sep 19 12:02:29 +0000 2018,@Safaricom_Care See what I mean? Where do such people get our contacts from? This shit is not in your terms and con… https://t.co/V0xfQM7sqQ,0,-0.1708333333333333,0.6625
26,RaptorResearchK,Wed Sep 19 12:06:58 +0000 2018,Any internet lover looking to save some coins now has a reason to smile following Safaricom’s introduction of new d… https://t.co/4UdgQbZ7wD,0,0.14545454545454545,0.21818181818181817
35,BanaKenya,Wed Sep 19 12:02:41 +0000 2018,#Retweet #Follow Safaricom gets a 3 tier certification for its biggest data centre at Thika https://t.co/OArcTqLDLF,0,0.0,0.0
34,Samanth07421752,Wed Sep 19 12:03:38 +0000 2018,RT @stanovkipngeno: @ Safaricom_Care why are some agent not getting back there confirmation msgs....check agent 46353,0,0.0,0.0
33,JeremyThuku,Wed Sep 19 12:04:18 +0000 2018,@KenyaPower_Care someone who claims he's a Kenya power employee just tried to extort money from me by claiming I've… https://t.co/G9f73i1W1T,0,0.0,0.0
32,KBusienei,Wed Sep 19 12:05:07 +0000 2018,@Safaricom_Care  You previously charged Ksh 99 for 1GB internet bundle  that mostly finished in less than 24 hrs on… https://t.co/FVT0RzZOxK,0,0.05555555555555557,0.24444444444444444
31,ms_shawiza,Wed Sep 19 12:05:45 +0000 2018,Safaricom’s 99-Shilling Giga Bundle Back to Complement New Data Packages https://t.co/YcWiRoFLEe #SokoNews,0,0.06818181818181818,0.22727272727272727
30,SharzzySean,Wed Sep 19 12:05:47 +0000 2018,Does safaricom have an online shop?,0,0.0,0.0
29,samielkori,Wed Sep 19 12:05:56 +0000 2018,@Safaricom_Care Thank you,0,0.0,0.0
28,Calyedun2,Wed Sep 19 12:06:53 +0000 2018,"@Safaricom_Care  is must for a customer to save money on mshwari  in order to be given a loan, what if is a emergency loan,",0,0.0,0.0
27,KBusienei,Wed Sep 19 12:06:55 +0000 2018,"@Safaricom_Care My take is that 1GB is such lots of data that cannot be used within 1 day on our normal phones, let alone comps.",0,0.075,0.575
99,IanOkatch,Wed Sep 19 11:10:47 +0000 2018,@Safaricom_Care I have tried stopping 79079 but keeps coming back... from the USSD *100*5# response is that I have… https://t.co/HaiVb9aISS,0,0.0,0.0
